Customer,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Customer Lifetime Value
CP98451,Oregon,No,Basic,College,2/1/2011,Employed,F,91025,Urban,Married,112,26,37,0,9,Personal Auto,Personal L3,Offer1,Agent,327.682669,SUV,Medsize,9057.935331
MM27192,Oregon,Yes,Basic,Master,1/20/11,Retired,F,21514,Urban,Married,62,0,59,0,2,Personal Auto,Personal L2,Offer1,Agent,257.248789,Two-Door Car,Medsize,11981.98481
SS59521,Oregon,No,Basic,College,2/1/2011,Unemployed,F,0,Suburban,Married,68,2,28,1,4,Personal Auto,Personal L3,Offer3,Agent,326.4,Two-Door Car,Medsize,4770.256564
IQ95180,Oregon,No,Basic,Bachelor,1/19/11,Employed,M,44634,Suburban,Married,71,16,99,1,9,Personal Auto,Personal L3,Offer1,Branch,396.035334,Four-Door Car,Small,5651.396772
HP46467,Oregon,No,Extended,College,2/18/11,Employed,F,21385,Suburban,Divorced,127,14,37,0,1,Corporate Auto,Corporate L2,Offer3,Web,609.6,SUV,Large,4953.086407
WE21182,Oregon,Yes,Basic,High School or Below,2/26/11,Medical Leave,M,12430,Suburban,Single,73,22,13,0,4,Personal Auto,Personal L3,Offer2,Call Center,350.4,Four-Door Car,Medsize,5169.49937
DY92795,Oregon,No,Extended,Bachelor,1/1/2011,Employed,F,83252,Suburban,Married,80,4,98,0,1,Personal Auto,Personal L1,Offer2,Call Center,384.0,Four-Door Car,Medsize,3226.850118
JS64688,Oregon,No,Basic,High School or Below,2/2/2011,Employed,M,48608,Suburban,Divorced,67,18,12,0,1,Personal Auto,Personal L1,Offer2,Agent,321.6,Four-Door Car,Medsize,2595.853636
BC48076,Washington,No,Basic,Master,11/1/2011,Employed,F,48689,Suburban,Married,191,15,18,0,1,Personal Auto,Personal L3,Offer1,Call Center,985.193759,Luxury Car,Medsize,7783.78421
HM94328,Arizona,Yes,Extended,College,2/19/11,Employed,M,20396,Suburban,Married,76,15,60,1,4,Corporate Auto,Corporate L2,Offer1,Branch,364.8,Four-Door Car,Medsize,6047.02516
LX67597,Nevada,No,Basic,Bachelor,2/1/2011,Employed,M,84183,Urban,Single,72,29,86,0,4,Personal Auto,Personal L1,Offer1,Agent,255.565349,Four-Door Car,Small,5715.312991
EA25683,Washington,No,Basic,High School or Below,7/1/2011,Employed,M,63786,Urban,Single,196,30,81,0,1,Corporate Auto,Corporate L3,Offer1,Branch,798.002689,Luxury SUV,Medsize,7778.532347
OA46321,Oregon,No,Basic,College,1/17/11,Employed,M,54833,Suburban,Married,198,22,92,3,3,Corporate Auto,Corporate L3,Offer3,Agent,1396.702365,Luxury Car,Large,15512.24997
HM22034,Nevada,No,Basic,College,1/22/11,Unemployed,M,0,Suburban,Divorced,68,34,68,0,4,Personal Auto,Personal L1,Offer1,Agent,670.47746,Four-Door Car,Medsize,5018.727893
EA40332,Oregon,No,Premium,Bachelor,1/22/11,Employed,M,35822,Suburban,Divorced,197,25,79,0,7,Personal Auto,Personal L2,Offer2,Agent,1404.868905,SUV,Medsize,15394.8718
PB16956,Oregon,No,Extended,College,2/28/11,Employed,F,51001,Urban,Married,99,13,49,1,3,Personal Auto,Personal L1,Offer1,Agent,291.890464,Four-Door Car,Medsize,7842.377593
NT38409,California,No,Basic,College,1/24/11,Employed,M,79452,Urban,Single,65,33,75,0,1,Corporate Auto,Corporate L2,Offer2,Call Center,187.683707,Four-Door Car,Medsize,2551.314013
GD89605,Oregon,No,Basic,Master,12/2/2011,Employed,F,59364,Suburban,Married,67,25,56,0,5,Corporate Auto,Corporate L1,Offer4,Agent,321.6,Four-Door Car,Small,5384.532684
SY93381,California,No,Extended,College,2/17/11,Employed,F,30694,Suburban,Married,91,22,23,1,1,Personal Auto,Personal L3,Offer1,Agent,436.8,Four-Door Car,Small,3596.83011
CJ81799,Oregon,Yes,Extended,College,1/28/11,Employed,F,70263,Rural,Married,93,30,66,0,5,Personal Auto,Personal L2,Offer2,Call Center,7.345946,Two-Door Car,Small,7462.926263
KJ55021,Washington,No,Basic,College,1/21/11,Disabled,F,29111,Suburban,Married,63,3,65,0,5,Personal Auto,Personal L2,Offer1,Branch,302.4,Four-Door Car,Medsize,4791.081559
DH61947,Oregon,No,Extended,Bachelor,12/2/2011,Unemployed,M,0,Rural,Married,79,0,44,0,1,Personal Auto,Personal L2,Offer4,Call Center,168.89233,Two-Door Car,Medsize,2863.043304
BX51438,Arizona,No,Basic,Bachelor,2/23/11,Employed,M,56218,Urban,Married,72,17,74,2,1,Personal Auto,Personal L1,Offer4,Web,302.942519,Four-Door Car,Medsize,2781.446975
RW46214,Oregon,No,Basic,High School or Below,2/23/11,Medical Leave,F,26540,Suburban,Divorced,69,13,65,1,5,Personal Auto,Personal L1,Offer2,Call Center,331.2,Four-Door Car,Medsize,5229.68034
UO49439,Oregon,No,Basic,College,1/21/11,Employed,M,90289,Rural,Divorced,71,9,10,1,3,Personal Auto,Personal L1,Offer1,Agent,22.193348,Four-Door Car,Medsize,5633.531703
HX53470,California,No,Extended,College,5/2/2011,Unemployed,F,0,Suburban,Single,129,15,73,0,1,Corporate Auto,Corporate L2,Offer1,Branch,1178.950186,SUV,Medsize,4711.845199
RB81636,Washington,No,Basic,College,1/15/11,Unemployed,F,0,Suburban,Single,63,2,5,0,1,Personal Auto,Personal L2,Offer2,Agent,606.642452,Four-Door Car,Small,2274.775451
QX54666,California,No,Basic,High School or Below,1/19/11,Disabled,M,14533,Suburban,Single,63,4,20,0,2,Personal Auto,Personal L3,Offer1,Branch,302.4,Four-Door Car,Medsize,11172.49931
ZU50513,California,No,Basic,Bachelor,1/31/11,Employed,F,97736,Rural,Married,74,19,22,0,2,Personal Auto,Personal L2,Offer4,Agent,60.090984,Four-Door Car,Medsize,8954.840118
TU53781,Oregon,Yes,Extended,Bachelor,10/2/2011,Employed,F,46503,Suburban,Divorced,215,4,21,1,1,Corporate Auto,Corporate L3,Offer1,Agent,1032.0,Luxury SUV,Medsize,8427.172486
CH76379,Oregon,No,Basic,Bachelor,2/28/11,Unemployed,M,0,Suburban,Single,61,21,13,0,3,Personal Auto,Personal L3,Offer1,Agent,292.8,Four-Door Car,Medsize,4236.814353
NJ10602,Washington,No,Basic,College,3/1/2011,Employed,F,92717,Urban,Married,70,24,19,0,2,Personal Auto,Personal L3,Offer4,Call Center,224.27582,Two-Door Car,Medsize,8459.053233
NL44360,Oregon,No,Basic,Bachelor,1/23/11,Retired,F,13424,Suburban,Divorced,71,30,78,0,1,Personal Auto,Personal L3,Offer3,Call Center,340.8,Four-Door Car,Medsize,2611.14858
FX55357,Arizona,No,Basic,College,1/18/11,Employed,M,44804,Suburban,Single,114,15,13,0,1,Corporate Auto,Corporate L3,Offer4,Branch,778.350073,SUV,Medsize,4364.311891
PB29715,California,No,Extended,High School or Below,4/2/2011,Unemployed,M,0,Suburban,Single,98,33,87,1,1,Corporate Auto,Corporate L3,Offer1,Agent,705.6,Two-Door Car,Medsize,3233.262049
VI18029,Washington,No,Basic,Bachelor,2/26/11,Employed,M,79271,Urban,Married,62,24,63,4,1,Personal Auto,Personal L3,Offer2,Agent,232.753598,Four-Door Car,Medsize,2414.638309
RH70194,Nevada,No,Basic,Bachelor,1/30/11,Employed,M,29638,Suburban,Married,64,19,16,0,8,Personal Auto,Personal L3,Offer4,Branch,307.2,Four-Door Car,Medsize,5093.007525
YE27183,Oregon,No,Extended,Bachelor,2/28/11,Unemployed,M,0,Suburban,Single,91,13,89,0,4,Corporate Auto,Corporate L3,Offer3,Call Center,436.8,Four-Door Car,Medsize,5913.199024
MM97107,Oregon,No,Premium,High School or Below,1/18/11,Medical Leave,M,19066,Suburban,Married,103,5,61,0,2,Personal Auto,Personal L2,Offer1,Agent,494.4,Two-Door Car,Medsize,32144.64957
TG37039,Oregon,No,Extended,Bachelor,2/23/11,Unemployed,F,0,Suburban,Single,87,31,9,0,9,Personal Auto,Personal L3,Offer1,Branch,712.40122,Four-Door Car,Medsize,6240.664762
LX77880,Oregon,No,Basic,Bachelor,7/2/2011,Employed,F,24149,Suburban,Married,61,15,10,0,3,Personal Auto,Personal L1,Offer1,Agent,292.8,Four-Door Car,Small,4855.773614
PS77478,Arizona,No,Basic,College,3/1/2011,Unemployed,M,0,Suburban,Single,110,14,30,1,5,Personal Auto,Personal L3,Offer3,Branch,792.0,SUV,Medsize,6863.706694
BB10681,California,No,Extended,College,1/17/11,Unemployed,F,0,Suburban,Divorced,123,5,35,2,1,Corporate Auto,Corporate L3,Offer1,Branch,590.4,SUV,Medsize,4140.648654
JZ64443,Washington,No,Extended,Bachelor,6/2/2011,Unemployed,F,0,Suburban,Single,78,21,23,3,3,Corporate Auto,Corporate L3,Offer4,Agent,555.457674,Four-Door Car,Large,4705.589393
GJ77362,California,No,Basic,Bachelor,2/23/11,Employed,M,61613,Rural,Married,61,6,20,1,9,Special Auto,Special L3,Offer1,Call Center,40.562432,Four-Door Car,Medsize,4825.651946
VA77345,Oregon,No,Extended,College,2/25/11,Employed,F,26884,Urban,Married,89,11,84,0,1,Special Auto,Special L2,Offer4,Call Center,238.132215,Four-Door Car,Medsize,3531.039178
WT21922,Arizona,No,Basic,High School or Below,8/1/2011,Employed,F,65348,Rural,Married,110,35,58,0,2,Corporate Auto,Corporate L1,Offer1,Branch,134.120531,Sports Car,Medsize,17738.2012
MH40017,Arizona,No,Basic,High School or Below,6/1/2011,Employed,M,29809,Suburban,Married,61,13,17,0,9,Personal Auto,Personal L3,Offer2,Call Center,365.312072,Four-Door Car,Medsize,4802.477033
BW80872,Washington,No,Premium,High School or Below,1/13/11,Employed,M,34549,Rural,Married,111,8,78,0,1,Personal Auto,Personal L2,Offer2,Web,125.933005,Four-Door Car,Medsize,4434.411172
IU17657,California,No,Basic,Bachelor,1/30/11,Disabled,M,22000,Suburban,Married,69,27,36,0,1,Personal Auto,Personal L3,Offer2,Web,383.224514,Two-Door Car,Medsize,2616.409509
BN13780,California,No,Extended,Bachelor,2/23/11,Unemployed,F,0,Suburban,Married,234,11,26,0,7,Personal Auto,Personal L3,Offer1,Agent,1135.141469,Luxury SUV,Medsize,18065.27192
RH70599,Arizona,No,Basic,Bachelor,8/2/2011,Employed,M,40506,Rural,Married,70,14,98,0,1,Personal Auto,Personal L1,Offer2,Call Center,113.724707,Four-Door Car,Medsize,2769.252177
VS73599,Arizona,Yes,Basic,College,1/23/11,Retired,M,26806,Suburban,Married,63,32,19,0,2,Personal Auto,Personal L2,Offer1,Agent,302.4,Four-Door Car,Medsize,7019.177186
EO95783,Arizona,No,Basic,High School or Below,1/22/11,Employed,M,84178,Rural,Divorced,74,34,80,0,2,Personal Auto,Personal L3,Offer2,Call Center,12.588784,Two-Door Car,Medsize,26763.82631
AL43715,Nevada,No,Premium,Master,1/29/11,Employed,M,67541,Rural,Married,104,10,45,0,6,Personal Auto,Personal L3,Offer4,Agent,203.886869,Four-Door Car,Medsize,8310.704732
TX28465,Nevada,No,Basic,College,1/23/11,Employed,M,52629,Rural,Married,65,30,22,0,6,Personal Auto,Personal L3,Offer1,Branch,136.684141,Four-Door Car,Medsize,5206.118179
YX67409,California,No,Basic,Bachelor,9/2/2011,Employed,M,25595,Suburban,Married,101,5,86,0,9,Personal Auto,Personal L2,Offer3,Call Center,484.8,SUV,Medsize,8058.659713
BE62503,Washington,No,Extended,College,10/1/2011,Retired,F,24589,Suburban,Married,82,33,39,0,2,Personal Auto,Personal L3,Offer1,Branch,511.497882,Two-Door Car,Medsize,9206.598256
HR10526,California,No,Basic,Master,1/25/11,Employed,M,44320,Suburban,Married,67,13,79,0,2,Personal Auto,Personal L2,Offer1,Call Center,321.6,Four-Door Car,Medsize,8044.73072
OM37610,Nevada,No,Premium,High School or Below,1/20/11,Employed,F,26312,Suburban,Married,110,29,19,1,2,Personal Auto,Personal L3,Offer1,Web,565.837664,Four-Door Car,Medsize,13024.22378
FK54851,California,No,Extended,High School or Below,1/31/11,Employed,M,79880,Suburban,Married,79,22,68,1,7,Personal Auto,Personal L3,Offer2,Branch,568.8,Two-Door Car,Medsize,6310.400194
SK12752,California,Yes,Basic,Bachelor,1/30/11,Unemployed,F,0,Suburban,Single,73,35,52,3,5,Corporate Auto,Corporate L3,Offer1,Web,350.4,Two-Door Car,Medsize,4462.997006
SZ35936,Oregon,Yes,Basic,High School or Below,1/15/11,Disabled,F,18495,Suburban,Married,113,10,15,0,2,Corporate Auto,Corporate L3,Offer1,Branch,542.4,SUV,Large,26197.41498
QW21716,Nevada,No,Basic,Bachelor,1/30/11,Employed,M,31093,Suburban,Married,63,3,78,0,3,Personal Auto,Personal L2,Offer2,Branch,302.4,Four-Door Car,Medsize,4923.950434
UT88283,Arizona,No,Basic,College,1/22/11,Disabled,F,29051,Rural,Married,73,31,79,0,1,Personal Auto,Personal L3,Offer1,Agent,153.200014,Two-Door Car,Medsize,2775.080095
XP64922,Oregon,No,Basic,College,2/16/11,Employed,F,23333,Rural,Married,74,8,43,0,1,Corporate Auto,Corporate L3,Offer4,Agent,5.622751,Four-Door Car,Medsize,2974.314896
IV60781,California,Yes,Extended,Doctor,8/1/2011,Employed,F,37384,Suburban,Married,99,9,17,0,1,Personal Auto,Personal L1,Offer2,Agent,475.2,Four-Door Car,Medsize,4014.453113
GK92563,Washington,No,Extended,Doctor,10/1/2011,Employed,F,22492,Rural,Divorced,85,34,88,0,7,Personal Auto,Personal L2,Offer2,Agent,61.654262,Two-Door Car,Medsize,6819.23119
XQ51968,California,Yes,Extended,High School or Below,1/1/2011,Unemployed,M,0,Suburban,Single,79,21,53,1,7,Corporate Auto,Corporate L3,Offer1,Agent,407.440238,Two-Door Car,Medsize,5568.947534
JO35068,Nevada,Yes,Basic,Bachelor,2/17/11,Retired,M,18608,Suburban,Divorced,71,13,24,0,1,Personal Auto,Personal L2,Offer2,Web,340.8,Four-Door Car,Medsize,2538.62632
MO48960,California,Yes,Extended,Doctor,1/13/11,Unemployed,F,0,Suburban,Married,84,18,25,1,4,Personal Auto,Personal L2,Offer1,Agent,481.025786,Four-Door Car,Medsize,6265.343299
XO75323,California,No,Basic,College,2/18/11,Employed,M,72439,Suburban,Married,100,5,22,1,1,Personal Auto,Personal L2,Offer2,Web,480.0,SUV,Medsize,3966.129505
GE80842,Oregon,No,Basic,College,4/1/2011,Employed,F,99159,Suburban,Married,190,7,14,0,5,Personal Auto,Personal L3,Offer2,Branch,912.0,Luxury SUV,Large,15506.9278
JO60130,California,Yes,Basic,High School or Below,6/1/2011,Employed,M,81082,Urban,Married,73,5,85,0,4,Personal Auto,Personal L2,Offer2,Agent,281.295903,Four-Door Car,Large,5838.89915
IJ28717,Oregon,No,Basic,College,2/13/11,Employed,M,31503,Suburban,Married,105,17,74,3,2,Personal Auto,Personal L2,Offer1,Agent,504.0,SUV,Medsize,32098.32209
XB43625,Arizona,No,Basic,Bachelor,10/1/2011,Employed,F,66081,Rural,Single,64,31,92,1,1,Personal Auto,Personal L3,Offer1,Branch,42.029731,Four-Door Car,Small,2504.871709
XS22323,Arizona,Yes,Extended,High School or Below,12/1/2011,Employed,M,26876,Suburban,Single,76,17,72,0,8,Personal Auto,Personal L3,Offer1,Agent,364.8,Four-Door Car,Medsize,6005.214792
NQ92014,California,No,Basic,High School or Below,11/2/2011,Unemployed,F,0,Suburban,Single,106,34,39,0,1,Personal Auto,Personal L2,Offer2,Web,763.2,SUV,Medsize,3659.18314
EG40823,Oregon,No,Basic,Bachelor,1/20/11,Unemployed,F,0,Suburban,Married,116,6,63,0,1,Personal Auto,Personal L2,Offer1,Agent,765.566699,SUV,Medsize,4303.471379
OS84395,Nevada,No,Extended,Bachelor,2/25/11,Employed,M,90252,Rural,Married,95,1,77,0,7,Corporate Auto,Corporate L2,Offer2,Web,122.924197,Four-Door Car,Medsize,7611.949286
DJ91267,Nevada,No,Extended,Bachelor,2/18/11,Employed,F,34226,Rural,Married,244,29,22,0,2,Personal Auto,Personal L3,Offer1,Agent,494.395024,Luxury SUV,Small,29091.23936
YM57893,Washington,No,Premium,Doctor,5/1/2011,Employed,M,77678,Suburban,Married,116,32,81,0,1,Personal Auto,Personal L2,Offer1,Call Center,741.418485,Two-Door Car,Small,4685.504251
FS38926,California,No,Extended,Bachelor,2/22/11,Employed,F,66022,Rural,Married,239,17,80,0,1,Personal Auto,Personal L2,Offer4,Web,538.229502,Luxury Car,Medsize,9685.542977
ZR40902,Oregon,No,Premium,Bachelor,1/15/11,Medical Leave,F,26435,Suburban,Married,111,32,50,1,1,Corporate Auto,Corporate L2,Offer1,Agent,1012.249308,Four-Door Car,Small,4209.279338
UC34044,California,No,Basic,College,1/27/11,Employed,F,56701,Suburban,Married,65,34,36,0,1,Personal Auto,Personal L1,Offer4,Web,333.441673,Four-Door Car,Small,2591.749798
WY23230,Oregon,No,Extended,College,2/24/11,Retired,F,13688,Suburban,Divorced,84,25,2,0,8,Personal Auto,Personal L2,Offer1,Agent,403.2,Two-Door Car,Medsize,6086.431746
IJ36435,California,No,Extended,College,1/24/11,Unemployed,F,0,Urban,Married,79,10,22,0,8,Personal Auto,Personal L2,Offer3,Agent,304.550129,Four-Door Car,Medsize,5811.61185
HO81102,Washington,No,Basic,High School or Below,2/14/11,Employed,M,50549,Suburban,Divorced,61,2,73,0,7,Personal Auto,Personal L3,Offer1,Agent,292.8,Four-Door Car,Medsize,4745.181764
JA12995,Oregon,No,Basic,College,2/15/11,Unemployed,F,0,Suburban,Married,63,6,75,0,1,Personal Auto,Personal L3,Offer3,Agent,302.4,Four-Door Car,Medsize,2325.259483
WE68750,Oregon,No,Basic,Bachelor,1/24/11,Employed,M,99747,Rural,Single,72,28,87,0,5,Corporate Auto,Corporate L2,Offer1,Call Center,61.536107,Two-Door Car,Medsize,5687.897911
SY95534,California,No,Basic,Bachelor,1/21/11,Unemployed,M,0,Suburban,Married,104,23,76,0,1,Personal Auto,Personal L3,Offer3,Branch,748.8,SUV,Medsize,3792.829528
QI63521,Nevada,No,Basic,High School or Below,2/24/11,Unemployed,M,0,Suburban,Single,187,14,32,0,2,Personal Auto,Personal L2,Offer1,Branch,897.6,Luxury SUV,Medsize,19228.46362
NJ15094,Washington,No,Basic,Bachelor,2/18/11,Unemployed,F,0,Suburban,Married,72,6,67,0,8,Personal Auto,Personal L3,Offer1,Agent,345.6,Four-Door Car,Medsize,5345.994644
MG10140,Oregon,Yes,Extended,College,2/26/11,Employed,F,41479,Rural,Married,94,14,38,1,1,Personal Auto,Personal L1,Offer2,Call Center,19.575683,Two-Door Car,Large,3746.751625
KZ80383,Arizona,No,Extended,High School or Below,2/23/11,Employed,F,29587,Suburban,Married,76,25,4,0,3,Personal Auto,Personal L2,Offer2,Branch,422.024661,Four-Door Car,Medsize,6035.086336
IV84135,California,No,Extended,College,2/27/11,Employed,F,75638,Rural,Divorced,83,6,52,4,2,Personal Auto,Personal L3,Offer4,Agent,108.69654,Four-Door Car,Medsize,9429.080755
IZ67803,California,No,Basic,Master,1/28/11,Employed,M,26990,Urban,Married,65,9,60,1,2,Personal Auto,Personal L1,Offer3,Agent,297.864823,Four-Door Car,Medsize,15445.66166
UR73910,California,No,Basic,College,1/25/11,Employed,M,38166,Urban,Married,67,25,5,1,1,Corporate Auto,Corporate L2,Offer4,Agent,236.842746,Four-Door Car,Medsize,2602.24525
BQ94931,Oregon,No,Extended,College,2/17/11,Employed,F,28812,Urban,Married,93,17,7,0,8,Special Auto,Special L2,Offer2,Branch,425.527834,Four-Door Car,Medsize,7388.178085
DX98298,Washington,No,Basic,High School or Below,8/1/2011,Employed,M,57506,Suburban,Married,102,24,43,0,1,Personal Auto,Personal L1,Offer4,Agent,615.243841,Sports Car,Small,4082.170583
AF37776,California,No,Extended,Bachelor,1/16/11,Employed,F,80192,Rural,Married,129,8,69,0,9,Personal Auto,Personal L1,Offer3,Call Center,200.662297,SUV,Large,10419.16743
GY55092,Nevada,Yes,Extended,High School or Below,2/18/11,Retired,M,20993,Suburban,Divorced,133,35,90,0,1,Personal Auto,Personal L3,Offer2,Agent,638.4,SUV,Medsize,4772.943848
SU32452,Arizona,No,Extended,Bachelor,1/30/11,Employed,F,89196,Rural,Divorced,81,17,52,0,1,Personal Auto,Personal L3,Offer1,Agent,41.182611,Four-Door Car,Small,3241.588659
IM73868,Oregon,No,Premium,College,1/27/11,Unemployed,M,0,Suburban,Single,155,23,62,0,5,Corporate Auto,Corporate L2,Offer1,Branch,1116.0,Sports Car,Medsize,10461.58298
IZ37104,California,No,Basic,Doctor,1/26/11,Unemployed,M,0,Suburban,Married,61,3,67,0,1,Personal Auto,Personal L2,Offer4,Call Center,292.8,Four-Door Car,Medsize,2267.604038
EB93628,Oregon,No,Extended,High School or Below,2/22/11,Unemployed,F,0,Suburban,Divorced,97,12,24,0,2,Personal Auto,Personal L1,Offer1,Web,465.6,Two-Door Car,Small,10759.40004
UX71137,Washington,No,Premium,Doctor,5/2/2011,Employed,F,69205,Urban,Married,110,20,56,0,6,Personal Auto,Personal L3,Offer2,Web,372.362565,Four-Door Car,Medsize,8875.965501
QJ40732,Arizona,No,Basic,College,1/23/11,Employed,M,97984,Suburban,Married,61,1,36,1,5,Personal Auto,Personal L2,Offer2,Agent,407.450118,Four-Door Car,Small,4880.339614
XY66810,California,No,Basic,Bachelor,9/2/2011,Unemployed,F,0,Suburban,Single,72,35,86,0,2,Personal Auto,Personal L3,Offer2,Agent,518.4,Two-Door Car,Medsize,15122.99194
YM94448,Arizona,No,Basic,College,11/1/2011,Retired,F,10787,Suburban,Divorced,71,33,25,0,8,Personal Auto,Personal L2,Offer1,Agent,697.798804,Two-Door Car,Small,4995.1712
GY87675,Oregon,No,Extended,College,1/16/11,Retired,M,26952,Suburban,Divorced,76,1,0,1,8,Corporate Auto,Corporate L1,Offer1,Branch,364.8,Four-Door Car,Medsize,5140.391812
ZY60545,California,No,Basic,College,10/1/2011,Employed,F,91535,Rural,Married,67,35,13,1,2,Personal Auto,Personal L3,Offer1,Agent,126.634634,Four-Door Car,Large,18938.53677
GB94407,California,Yes,Premium,College,1/1/2011,Employed,M,88340,Suburban,Married,102,16,1,0,2,Corporate Auto,Corporate L2,Offer1,Branch,489.6,Two-Door Car,Medsize,12280.76661
WO25669,Oregon,No,Basic,High School or Below,5/1/2011,Unemployed,F,0,Suburban,Married,102,10,90,0,2,Personal Auto,Personal L1,Offer1,Branch,1123.212014,SUV,Medsize,35692.17157
RL12319,Oregon,No,Basic,High School or Below,1/15/11,Employed,F,51692,Suburban,Married,186,12,28,0,1,Special Auto,Special L3,Offer1,Agent,892.8,Luxury Car,Medsize,7484.383041
BU72276,California,Yes,Basic,Bachelor,12/1/2011,Employed,F,25134,Suburban,Married,67,3,0,0,6,Personal Auto,Personal L3,Offer2,Call Center,321.6,Four-Door Car,Small,5318.89664
RD87161,Washington,No,Basic,High School or Below,4/2/2011,Unemployed,F,0,Suburban,Married,71,2,94,1,1,Personal Auto,Personal L2,Offer1,Branch,340.8,Four-Door Car,Small,2681.332102
LX33054,Oregon,No,Basic,High School or Below,7/2/2011,Unemployed,M,0,Suburban,Single,191,22,38,0,1,Personal Auto,Personal L2,Offer3,Web,2042.569089,Luxury Car,Medsize,6758.807188
LL62746,Oregon,No,Basic,Doctor,6/2/2011,Medical Leave,M,12829,Urban,Married,118,33,1,0,9,Personal Auto,Personal L1,Offer2,Call Center,328.231432,SUV,Medsize,8970.647312
RC16862,Arizona,No,Basic,College,1/19/11,Unemployed,M,0,Suburban,Divorced,71,31,79,0,1,Corporate Auto,Corporate L3,Offer1,Agent,493.055291,Four-Door Car,Medsize,2433.089468
